Source, Target, Weights
loud_thurzin,Gaules,600
loud_thurzin,loud_babi,731
loud_thurzin,loud_bak,8632
loud_thurzin,PeuzadaTV,658
loud_thurzin,NOBRU,1244
Destiny,summit1g,563
Destiny,Mizkif,1313
Destiny,melina,633
Destiny,xQcOW,2509
Destiny,MOONMOON,623
Destiny,shroud,682
Destiny,loltyler1,641
Destiny,Nmplol,988
Destiny,Jinnytty,510
Destiny,LIRIK,565
Destiny,Trainwreckstv,1457
Destiny,Maya,536
Destiny,HasanAbi,1165
Destiny,ludwig,1116
Destiny,sodapoppin,1235
Destiny,MitchJones,799
Destiny,pokelawls,533
Beaulo,xQcOW,526
Criken,Tomato,1136
Xposed,DeuceAce,621
Xposed,ROSHTEIN,1090
yamatonjp,SPYGEA,1099
yamatonjp,fps_shaka,2176
tinowns,jean_mago,1569
tinowns,Mylonzete,631
tinowns,aXtLOL,804
tinowns,Baiano,1742
tinowns,alanzoka,799
stevewillsendit,nelkboys,1091
casimito,Gaules,1029
casimito,gafallen,769
casimito,adolfz,555
casimito,fnxLNTC,639
casimito,deercheerup,1265
casimito,alanzoka,572
ChilledChaos,SteveSuptic,597
ChilledChaos,Sykkuno,609
chocoTaco,summit1g,516
chocoTaco,shroud,811
summit1g,Destiny,563
summit1g,chocoTaco,516
summit1g,Ramee,1371
summit1g,zackrawrr,824
summit1g,dunkstream,514
summit1g,RatedEpicz,1548
summit1g,Mizkif,2411
summit1g,EsfandTV,787
summit1g,xQcOW,5817
summit1g,Ninja,2033
summit1g,MOONMOON,1322
summit1g,DrLupo,5169
summit1g,nl_Kripp,561
summit1g,shroud,7199
summit1g,loltyler1,2318
summit1g,Zombie_Barricades,663
summit1g,dasMEHDI,829
summit1g,SypherPK,551
summit1g,Amouranth,539
summit1g,Nadeshot,622
summit1g,LVNDMARK,4599
summit1g,Deadlyslob,844
summit1g,g2perkz,512
summit1g,Rekkles,573
summit1g,pokimane,1008
summit1g,Nmplol,1875
summit1g,itsHafu,540
summit1g,Symfuhny,822
summit1g,Jinnytty,725
summit1g,Greekgodx,1040
summit1g,Syndicate,505
summit1g,NICKMERCS,3133
summit1g,CDNThe3rd,577
summit1g,CohhCarnage,1641
summit1g,moistcr1tikal,534
summit1g,LIRIK,6957
summit1g,Shotz,1210
summit1g,Tfue,815
summit1g,Sykkuno,709
summit1g,Trainwreckstv,2312
summit1g,NiteNightKid,1718
summit1g,Castro_1021,715
summit1g,Maya,804
summit1g,AdmiralBahroo,984
summit1g,TimTheTatman,3708
summit1g,HasanAbi,1477
summit1g,Smoke,1024
summit1g,Quin69,1151
summit1g,ludwig,2076
summit1g,sodapoppin,4326
summit1g,MitchJones,1525
summit1g,Maximilian_DOOD,584
summit1g,Sacriel,694
summit1g,scump,633
summit1g,ROSHTEIN,527
summit1g,pokelawls,1009
summit1g,GMHikaru,768
UberHaxorNova,Ramee,1255
UberHaxorNova,RatedEpicz,1394
UberHaxorNova,PENTA,819
UberHaxorNova,Zombie_Barricades,726
UberHaxorNova,dasMEHDI,1491
UberHaxorNova,Shotz,599
elded,Jelty,663
elded,natalan,1630
elded,auronplay,1725
elded,ibai,1578
elded,GradyWhite_,1074
elded,TheGrefg,1684
elded,RobertoCein,2442
elded,Rubius,5582
Ramee,summit1g,1371
Ramee,UberHaxorNova,1255
Ramee,RatedEpicz,6561
Ramee,Mizkif,915
Ramee,xQcOW,590
Ramee,PENTA,898
Ramee,Zombie_Barricades,3452
Ramee,dasMEHDI,3470
Ramee,Kyle,564
Ramee,Shotz,4701
Ramee,ludwig,1075
Pikabooirl,zackrawrr,746
Pikabooirl,xQcOW,501
Pikabooirl,shroud,789
Pikabooirl,cdewx,903
Pikabooirl,limit_maximum,501
Pikabooirl,Quin69,692
Pikabooirl,sodapoppin,1550
Pikabooirl,MitchJones,1837
Chica,xQcOW,1158
Chica,Ninja,595
Chica,Clix,580
Chica,SypherPK,692
Chica,NICKMERCS,603
Chica,Loeya,521
zackrawrr,summit1g,824
zackrawrr,Pikabooirl,746
zackrawrr,Mizkif,2143
zackrawrr,EsfandTV,1573
zackrawrr,xQcOW,2022
zackrawrr,MOONMOON,580
zackrawrr,shroud,2619
zackrawrr,loltyler1,723
zackrawrr,notmes,509
zackrawrr,Nmplol,1442
zackrawrr,Jinnytty,827
zackrawrr,LIRIK,740
zackrawrr,cdewx,671
zackrawrr,limit_maximum,702
zackrawrr,Trainwreckstv,873
zackrawrr,Maya,640
zackrawrr,HasanAbi,710
zackrawrr,Quin69,1494
zackrawrr,ludwig,817
zackrawrr,sodapoppin,4524
zackrawrr,MitchJones,3074
zackrawrr,Preachlfw,509
Kitboga,xQcOW,768
Kitboga,LIRIK,534
Kitboga,HasanAbi,607
Felps,mount,932
Felps,Rakin,691
Felps,Gabi,1839
Felps,calango,614
Felps,tioorochitwitch,501
Felps,alanzoka,1548
dunkstream,summit1g,514
dunkstream,Mizkif,1498
dunkstream,xQcOW,2536
dunkstream,Vinesauce,710
dunkstream,MOONMOON,886
dunkstream,shroud,609
dunkstream,loltyler1,1075
dunkstream,Nmplol,620
dunkstream,moistcr1tikal,1152
dunkstream,LIRIK,630
dunkstream,Sykkuno,643
dunkstream,Trainwreckstv,635
dunkstream,HasanAbi,2492
dunkstream,ludwig,2424
dunkstream,sodapoppin,847
dunkstream,PaymoneyWubby,578
Natsumiii,xChocoBars,677
Natsumiii,TinaKitten,724
Natsumiii,QuarterJade,865
Natsumiii,AriaSaki,1243
Natsumiii,fuslie,892
Natsumiii,Sykkuno,1072
Natsumiii,ludwig,964
Natsumiii,itsRyanHiga,563
Natsumiii,Ash_on_LoL,929
Natsumiii,bnans,515
Natsumiii,peterparkTV,551
RatedEpicz,summit1g,1548
RatedEpicz,UberHaxorNova,1394
RatedEpicz,Ramee,6561
RatedEpicz,PENTA,910
RatedEpicz,Zombie_Barricades,3522
RatedEpicz,dasMEHDI,4157
RatedEpicz,Kyle,532
RatedEpicz,Shotz,5285
boxbox,k3soju,510
julien,Sykkuno,1246
julien,jacksepticeye,1037
WARDELL,xQcOW,1028
WARDELL,Ninja,692
WARDELL,TenZ,1735
WARDELL,Nadeshot,630
WARDELL,tarik,533
WARDELL,Sykkuno,620
WARDELL,ludwig,975
WARDELL,s0mcs,509
Mizkif,Destiny,1313
Mizkif,summit1g,2411
Mizkif,Ramee,915
Mizkif,zackrawrr,2143
Mizkif,dunkstream,1498
Mizkif,willneff,711
Mizkif,melina,882
Mizkif,EsfandTV,3132
Mizkif,xQcOW,16458
Mizkif,Ninja,1174
Mizkif,MOONMOON,1719
Mizkif,DrLupo,561
Mizkif,shroud,4359
Mizkif,loltyler1,2589
Mizkif,roflgator,1434
Mizkif,TinaKitten,657
Mizkif,Atrioc,2335
Mizkif,tommyinnit,650
Mizkif,notmes,1791
Mizkif,Rekkles,662
Mizkif,pokimane,2761
Mizkif,Nmplol,14882
Mizkif,itsHafu,681
Mizkif,Jinnytty,4502
Mizkif,Greekgodx,3013
Mizkif,QuarterJade,674
Mizkif,NICKMERCS,1383
Mizkif,moistcr1tikal,1295
Mizkif,LIRIK,2902
Mizkif,cdewx,601
Mizkif,dakotaz,520
Mizkif,AriaSaki,747
Mizkif,fuslie,934
Mizkif,LosPollosTV,633
Mizkif,Sykkuno,1769
Mizkif,Trainwreckstv,7531
Mizkif,Castro_1021,540
Mizkif,Maya,10754
Mizkif,TimTheTatman,1668
Mizkif,HasanAbi,4349
Mizkif,Quin69,992
Mizkif,NymN,1656
Mizkif,ludwig,17010
Mizkif,sodapoppin,8563
Mizkif,MitchJones,8101
Mizkif,ConnorEatsPants,681
Mizkif,pokelawls,3637
Mizkif,39daph,1037
Mizkif,GMHikaru,1233
Mizkif,Ash_on_LoL,784
Mizkif,PointCrow,760
Mizkif,peterparkTV,578
Mizkif,PaymoneyWubby,962
Staryuuki,auronplay,1066
Staryuuki,ibai,934
Staryuuki,TheGrefg,815
Staryuuki,Rubius,1879
willneff,Mizkif,711
willneff,xQcOW,963
willneff,Nmplol,562
willneff,GothamChess,559
willneff,Trainwreckstv,607
willneff,HasanAbi,5947
willneff,ludwig,829
willneff,sodapoppin,582
willneff,Northernlion,796
melina,Destiny,633
melina,Mizkif,882
melina,xQcOW,1275
melina,shroud,705
melina,Amouranth,551
melina,pokimane,711
melina,Kaellyn,904
melina,Nmplol,655
melina,Jinnytty,747
melina,Trainwreckstv,540
melina,DarioMocciaTwitch,963
melina,HasanAbi,556
melina,ludwig,640
melina,sodapoppin,711
LITkillah,DuendePablo,1064
LITkillah,goncho,2092
LITkillah,auronplay,571
LITkillah,ibai,1062
LITkillah,coscu,1780
LITkillah,TheGrefg,509
LITkillah,Brunenger,580
LITkillah,Rubius,1004
DuendePablo,LITkillah,1064
DuendePablo,goncho,4084
DuendePablo,facubanzas,918
DuendePablo,auronplay,592
DuendePablo,ibai,1883
DuendePablo,coscu,1969
DuendePablo,TheMasterRodrigo,522
DuendePablo,Rubius,940
EsfandTV,summit1g,787
EsfandTV,zackrawrr,1573
EsfandTV,Mizkif,3132
EsfandTV,xQcOW,2069
EsfandTV,MOONMOON,671
EsfandTV,shroud,2876
EsfandTV,loltyler1,748
EsfandTV,pokimane,706
EsfandTV,Nmplol,1970
EsfandTV,Jinnytty,4775
EsfandTV,Greekgodx,861
EsfandTV,LIRIK,747
EsfandTV,Trainwreckstv,1479
EsfandTV,Maya,1374
EsfandTV,HasanAbi,1202
EsfandTV,Quin69,678
EsfandTV,NymN,517
EsfandTV,ludwig,1256
EsfandTV,sodapoppin,2439
EsfandTV,MitchJones,1699
EsfandTV,pokelawls,752
SnaggyMo,Clix,538
SnaggyMo,AdinRoss,3642
SnaggyMo,Flight23white,821
SnaggyMo,Silky,760
SnaggyMo,StableRonaldo_,817
SnaggyMo,bronny,615
Swagg,Ninja,518
Swagg,Aydan,825
Swagg,GD_booya,2373
Swagg,Symfuhny,1984
Swagg,MuTeX,834
Swagg,NICKMERCS,7619
Swagg,HusKerrs,1563
Swagg,TimTheTatman,1881
Swagg,FaZeBlaze,588
playapex,daltoosh,1276
playapex,loustreams,776
playapex,Albralelie,606
playapex,Rogue,540
playapex,TSM_ImperialHal,2359
playapex,ShivFPS,2347
playapex,LuluLuvely,610
xQcOW,Destiny,2509
xQcOW,Beaulo,526
xQcOW,summit1g,5817
xQcOW,Ramee,590
xQcOW,Pikabooirl,501
xQcOW,Chica,1158
xQcOW,zackrawrr,2022
xQcOW,Kitboga,768
xQcOW,dunkstream,2536
xQcOW,WARDELL,1028
xQcOW,Mizkif,16458
xQcOW,willneff,963
xQcOW,melina,1275
xQcOW,EsfandTV,2069
xQcOW,Ninja,5523
xQcOW,Vinesauce,578
xQcOW,MOONMOON,2943
xQcOW,GeorgeNotFound,1558
xQcOW,sneakylol,538
xQcOW,DrLupo,1543
xQcOW,nl_Kripp,853
xQcOW,Clix,3306
xQcOW,shroud,6112
xQcOW,supertf,1357
xQcOW,loltyler1,7425
xQcOW,roflgator,1841
xQcOW,BruceDropEmOff,543
xQcOW,TinaKitten,630
xQcOW,SypherPK,1621
xQcOW,TenZ,1101
xQcOW,Amouranth,907
xQcOW,AdinRoss,1268
xQcOW,Nadeshot,925
xQcOW,LVNDMARK,768
xQcOW,Atrioc,1424
xQcOW,tommyinnit,1760
xQcOW,notmes,731
xQcOW,g2perkz,1331
xQcOW,Enviosity,618
xQcOW,nelkboys,730
xQcOW,Rekkles,1921
xQcOW,Faker,1045
xQcOW,pokimane,3529
xQcOW,CallMeCarsonLIVE,519
xQcOW,Nmplol,11131
xQcOW,itsHafu,1263
xQcOW,Symfuhny,1541
xQcOW,Jinnytty,3561
xQcOW,Gorgc,995
xQcOW,TFBlade,765
xQcOW,RiceGum,947
xQcOW,TSM_ImperialHal,915
xQcOW,Greekgodx,4803
xQcOW,epicenter_en1,760
xQcOW,Philza,1010
xQcOW,SmallAnt,503
xQcOW,Syndicate,683
xQcOW,QuarterJade,785
xQcOW,NICKMERCS,5848
xQcOW,scoped,948
xQcOW,CohhCarnage,998
xQcOW,moistcr1tikal,2181
xQcOW,sleepy,689
xQcOW,LIRIK,7469
xQcOW,ops1x,564
xQcOW,GothamChess,867
xQcOW,cdewx,536
xQcOW,dakotaz,1369
xQcOW,StableRonaldo_,1962
xQcOW,Thijs,734
xQcOW,Jankos,1111
xQcOW,ibai,739
xQcOW,Japczan,597
xQcOW,Tubbo,625
xQcOW,ShivFPS,664
xQcOW,AriaSaki,823
xQcOW,fuslie,1023
xQcOW,Tfue,2538
xQcOW,tarik,732
xQcOW,LosPollosTV,1247
xQcOW,neeko,543
xQcOW,Sykkuno,3404
xQcOW,Trainwreckstv,15058
xQcOW,AdmiralBulldog,1484
xQcOW,Castro_1021,1435
xQcOW,Maya,5126
xQcOW,k3soju,701
xQcOW,AdmiralBahroo,1001
xQcOW,TimTheTatman,4280
xQcOW,HasanAbi,7724
xQcOW,Quin69,1657
xQcOW,harbleu,588
xQcOW,jacksepticeye,576
xQcOW,NymN,2585
xQcOW,Doublelift,1084
xQcOW,BotezLive,710
xQcOW,ludwig,13404
xQcOW,Gladd,630
xQcOW,sodapoppin,11271
xQcOW,dogdog,553
xQcOW,MitchJones,5445
xQcOW,Maximilian_DOOD,824
xQcOW,ConnorEatsPants,685
xQcOW,Bugha,752
xQcOW,IWillDominate,594
xQcOW,scump,972
xQcOW,ROSHTEIN,718
xQcOW,pokelawls,5698
xQcOW,Yogscast,677
xQcOW,39daph,2239
xQcOW,GMHikaru,4560
xQcOW,Ash_on_LoL,802
xQcOW,5uppp,543
xQcOW,alanzoka,503
xQcOW,peterparkTV,506
xQcOW,midbeast,619
xQcOW,PaymoneyWubby,691
xQcOW,Rubius,1783
daltoosh,playapex,1276
daltoosh,loustreams,1238
daltoosh,Albralelie,513
daltoosh,Rogue,781
daltoosh,TSM_ImperialHal,3089
daltoosh,NICKMERCS,687
daltoosh,ShivFPS,1919
daltoosh,LuluLuvely,698
PENTA,UberHaxorNova,819
PENTA,Ramee,898
PENTA,RatedEpicz,910
PENTA,Zombie_Barricades,634
PENTA,dasMEHDI,1592
PENTA,Kyle,1062
PENTA,Shotz,548
PENTA,Spaceboy,634
Arcadum,MOONMOON,885
Arcadum,AdmiralBahroo,687
Ninja,summit1g,2033
Ninja,Chica,595
Ninja,WARDELL,692
Ninja,Mizkif,1174
Ninja,Swagg,518
Ninja,xQcOW,5523
Ninja,GeorgeNotFound,507
Ninja,DrLupo,4864
Ninja,Clix,4758
Ninja,shroud,2157
Ninja,loltyler1,1341
Ninja,SypherPK,5861
Ninja,TenZ,755
Ninja,AdinRoss,1034
Ninja,Nadeshot,1385
Ninja,tommyinnit,905
Ninja,pokimane,1312
Ninja,Fresh,583
Ninja,Nmplol,814
Ninja,itsHafu,633
Ninja,Symfuhny,1816
Ninja,RiceGum,521
Ninja,TSM_ImperialHal,505
Ninja,Syndicate,561
Ninja,NICKMERCS,9877
Ninja,scoped,1262
Ninja,LIRIK,863
Ninja,ops1x,827
Ninja,dakotaz,1529
Ninja,auronplay,570
Ninja,StableRonaldo_,1180
Ninja,ibai,842
Ninja,Tfue,1642
Ninja,LosPollosTV,572
Ninja,Sykkuno,1532
Ninja,Loeya,1032
Ninja,Trainwreckstv,1901
Ninja,Castro_1021,1130
Ninja,TimTheTatman,3872
Ninja,HasanAbi,659
Ninja,TheGrefg,812
Ninja,EmadGG,821
Ninja,ludwig,1572
Ninja,Replays,579
Ninja,sodapoppin,1135
Ninja,MitchJones,546
Ninja,Bugha,1819
Ninja,scump,939
Ninja,UnknownxArmy,635
Ninja,GMHikaru,561
Ninja,NateHill,1307
Ninja,Rubius,1065
Move_Mind,Tiagovski555YT,1030
Move_Mind,alexandresantoscomedy90,547
Vinesauce,dunkstream,710
Vinesauce,xQcOW,578
Vinesauce,MOONMOON,715
Vinesauce,Tomato,662
Vinesauce,HasanAbi,552
Captainflowers22,g2perkz,592
Captainflowers22,Rekkles,664
Captainflowers22,CoreJJ,669
Captainflowers22,bmkibler,653
Captainflowers22,Doublelift,896
Captainflowers22,IWillDominate,678
Gaules,loud_thurzin,600
Gaules,casimito,1029
Gaules,loud_bak,888
Gaules,JonVlogs,515
Gaules,gafallen,3031
Gaules,fer,861
Gaules,RatoBorrachudo,508
Gaules,henriquehen1,874
Gaules,Trainwreckstv,537
Gaules,fnxLNTC,2004
Gaules,pr4ass,793
Gaules,FlowPodcast,530
Gaules,deercheerup,5003
Gaules,aXtLOL,714
Gaules,Baiano,660
Gaules,NOBRU,541
Gaules,alanzoka,1939
MOONMOON,Destiny,623
MOONMOON,summit1g,1322
MOONMOON,zackrawrr,580
MOONMOON,dunkstream,886
MOONMOON,Mizkif,1719
MOONMOON,EsfandTV,671
MOONMOON,xQcOW,2943
MOONMOON,Arcadum,885
MOONMOON,Vinesauce,715
MOONMOON,nl_Kripp,596
MOONMOON,shroud,1227
MOONMOON,loltyler1,1045
MOONMOON,roflgator,1394
MOONMOON,Nmplol,1330
MOONMOON,Jinnytty,648
MOONMOON,CohhCarnage,997
MOONMOON,moistcr1tikal,746
MOONMOON,LIRIK,2500
MOONMOON,Trainwreckstv,994
MOONMOON,AvoidingThePuddle,552
MOONMOON,Maya,602
MOONMOON,AdmiralBahroo,2020
MOONMOON,TimTheTatman,766
MOONMOON,HasanAbi,2093
MOONMOON,Quin69,799
MOONMOON,NymN,663
MOONMOON,ludwig,1314
MOONMOON,sodapoppin,4186
MOONMOON,MitchJones,851
MOONMOON,Maximilian_DOOD,648
MOONMOON,pokelawls,870
MOONMOON,39daph,813
loud_babi,loud_thurzin,731
loud_babi,loud_bak,975
loud_babi,loud_voltan,1018
GeorgeNotFound,xQcOW,1558
GeorgeNotFound,Ninja,507
GeorgeNotFound,Clix,785
GeorgeNotFound,tommyinnit,44671
GeorgeNotFound,BadBoyHalo,14012
GeorgeNotFound,pokimane,719
GeorgeNotFound,itsHafu,583
GeorgeNotFound,Philza,10542
GeorgeNotFound,Nihachu,7256
GeorgeNotFound,moistcr1tikal,1225
GeorgeNotFound,beschttv,1621
GeorgeNotFound,awesamdude,9800
GeorgeNotFound,Eret,3530
GeorgeNotFound,Tubbo,25882
GeorgeNotFound,fuslie,626
GeorgeNotFound,Sykkuno,7952
GeorgeNotFound,Trainwreckstv,629
GeorgeNotFound,jacksepticeye,2384
GeorgeNotFound,ludwig,2316
GeorgeNotFound,Punz,5911
GeorgeNotFound,ConnorEatsPants,5130
GeorgeNotFound,DropsByPonk,1215
GeorgeNotFound,5uppp,1475
sneakylol,xQcOW,538
sneakylol,loltyler1,1361
sneakylol,g2perkz,781
sneakylol,Rekkles,926
sneakylol,Jankos,513
sneakylol,Doublelift,1899
sneakylol,sodapoppin,502
loud_bak,loud_thurzin,8632
loud_bak,Gaules,888
loud_bak,loud_babi,975
loud_bak,PeuzadaTV,1745
loud_bak,NOBRU,3417
loud_bak,alanzoka,632
xChocoBars,Natsumiii,677
xChocoBars,TinaKitten,1382
xChocoBars,yvonnie,581
xChocoBars,pokimane,1096
xChocoBars,itsHafu,643
xChocoBars,QuarterJade,2972
xChocoBars,AriaSaki,1647
xChocoBars,fuslie,1828
xChocoBars,Sykkuno,1852
xChocoBars,ludwig,1911
xChocoBars,itsRyanHiga,913
xChocoBars,Ash_on_LoL,1031
xChocoBars,bnans,512
xChocoBars,peterparkTV,948
xChocoBars,Masayoshi,1023
DrLupo,summit1g,5169
DrLupo,Mizkif,561
DrLupo,xQcOW,1543
DrLupo,Ninja,4864
DrLupo,Clix,944
DrLupo,shroud,1932
DrLupo,loltyler1,642
DrLupo,SypherPK,2024
DrLupo,Nadeshot,760
DrLupo,LVNDMARK,2426
DrLupo,pokimane,712
DrLupo,itsHafu,534
DrLupo,Symfuhny,1044
DrLupo,NICKMERCS,3956
DrLupo,CohhCarnage,864
DrLupo,LIRIK,1196
DrLupo,dakotaz,791
DrLupo,Tfue,570
DrLupo,Sykkuno,998
DrLupo,Loeya,574
DrLupo,Trainwreckstv,829
DrLupo,TimTheTatman,3960
DrLupo,HasanAbi,508
DrLupo,ludwig,920
DrLupo,sodapoppin,951
DrLupo,NateHill,564
nl_Kripp,summit1g,561
nl_Kripp,xQcOW,853
nl_Kripp,MOONMOON,596
nl_Kripp,shroud,630
nl_Kripp,loltyler1,559
nl_Kripp,AsmodaiTV,514
nl_Kripp,LIRIK,586
nl_Kripp,RduLIVE,1317
nl_Kripp,Thijs,1130
nl_Kripp,AdmiralBahroo,522
nl_Kripp,ludwig,501
nl_Kripp,sodapoppin,798
nl_Kripp,dogdog,1158
loustreams,playapex,776
loustreams,daltoosh,1238
loustreams,Rogue,877
loustreams,TSM_ImperialHal,2345
loustreams,ShivFPS,1354
Jelty,elded,663
Jelty,Clix,827
Jelty,auronplay,511
Jelty,ibai,581
Jelty,TheGrefg,1358
Jelty,Vicens,748
Jelty,Bugha,615
Jelty,Rubius,1173
Clix,Chica,580
Clix,SnaggyMo,538
Clix,xQcOW,3306
Clix,Ninja,4758
Clix,GeorgeNotFound,785
Clix,DrLupo,944
Clix,Jelty,827
Clix,SypherPK,3590
Clix,AdinRoss,4224
Clix,BigEx,588
Clix,tommyinnit,1040
Clix,nelkboys,832
Clix,pokimane,519
Clix,Fresh,543
Clix,Symfuhny,1025
Clix,RiceGum,1052
Clix,NICKMERCS,4489
Clix,scoped,3725
Clix,ops1x,5557
Clix,dakotaz,809
Clix,Heelmike,653
Clix,StableRonaldo_,8515
Clix,Marzz_Ow,1045
Clix,wavyjacob,703
Clix,Tfue,1205
Clix,Sykkuno,1073
Clix,Trainwreckstv,1146
Clix,Castro_1021,664
Clix,TimTheTatman,850
Clix,TheGrefg,602
Clix,EmadGG,1208
Clix,Arab,1571
Clix,ludwig,617
Clix,Bugha,4821
Clix,mitr0,1644
Clix,UnknownxArmy,3193
Clix,x2Twins,775
Clix,bronny,613
Clix,NateHill,551
Clix,Rubius,564
shroud,Destiny,682
shroud,chocoTaco,811
shroud,summit1g,7199
shroud,Pikabooirl,789
shroud,zackrawrr,2619
shroud,dunkstream,609
shroud,Mizkif,4359
shroud,melina,705
shroud,EsfandTV,2876
shroud,xQcOW,6112
shroud,Ninja,2157
shroud,MOONMOON,1227
shroud,DrLupo,1932
shroud,nl_Kripp,630
shroud,loltyler1,2376
shroud,roflgator,575
shroud,SypherPK,501
shroud,TenZ,661
shroud,Amouranth,687
shroud,Nadeshot,544
shroud,LVNDMARK,1260
shroud,notmes,685
shroud,g2perkz,696
shroud,Rekkles,1003
shroud,Faker,575
shroud,pokimane,1513
shroud,Nmplol,2825
shroud,itsHafu,648
shroud,Symfuhny,892
shroud,Jinnytty,2422
shroud,Gorgc,614
shroud,TSM_ImperialHal,741
shroud,Greekgodx,1375
shroud,epicenter_en1,714
shroud,Syndicate,512
shroud,QuarterJade,898
shroud,NICKMERCS,2355
shroud,CohhCarnage,1284
shroud,moistcr1tikal,666
shroud,LIRIK,4102
shroud,TheRunningManZ,1108
shroud,cdewx,858
shroud,limit_maximum,682
shroud,Thijs,558
shroud,AriaSaki,579
shroud,fuslie,540
shroud,Tfue,728
shroud,tarik,545
shroud,Sykkuno,1054
shroud,Trainwreckstv,2726
shroud,AdmiralBulldog,563
shroud,Castro_1021,639
shroud,Maya,1658
shroud,AdmiralBahroo,832
shroud,TimTheTatman,2725
shroud,HasanAbi,1865
shroud,Smoke,2978
shroud,Quin69,1884
shroud,NymN,676
shroud,Doublelift,731
shroud,ludwig,2974
shroud,sodapoppin,7371
shroud,MitchJones,3423
shroud,Maximilian_DOOD,589
shroud,Sacriel,614
shroud,scump,591
shroud,ROSHTEIN,640
shroud,pokelawls,1274
shroud,GingiTV,555
shroud,maitoz,505
shroud,39daph,755
shroud,GMHikaru,845
shroud,bnans,503
supertf,xQcOW,1357
supertf,sleepy,592
supertf,harbleu,708
JonVlogs,Gaules,515
MYM_ALKAPONE,ibai,664
MYM_ALKAPONE,SkyshockTV,1338
MYM_ALKAPONE,Rubius,1134
Scarra,QuarterJade,953
Scarra,Sykkuno,658
Scarra,ludwig,640
Scarra,sodapoppin,517
gafallen,casimito,769
gafallen,Gaules,3031
gafallen,fer,1655
gafallen,adolfz,526
